pool_id,date,tvl_usd
0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,18767,799091.6180241351
0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,18768,719887.6910420683
0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,18769,837753.7036714354
0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,18770,566035.1167871965
0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,18771,523771.81747639616
0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,18772,735049.6660238288
0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,18773,2568021.4284404535
0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,18774,2972206.8612643946
0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,18775,1515968.371178403
0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,18776,1123449.5157173104
0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,18777,1138298.8069984585
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18752,16051684.23296058
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18753,15954183.75058637
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18754,16502526.417919794
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18755,17104776.755834028
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18756,17690841.96243272
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18757,17442192.251922198
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18758,17796632.834035315
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18759,15938611.57366296
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18760,16994550.476423968
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18761,19355212.896275904
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18762,19716898.045082696
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18763,19768302.37521777
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18764,19869236.747082673
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18765,20962761.082677223
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18766,18535021.892030295
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18767,18169235.496759087
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18768,18156979.165665355
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18769,20889523.797481526
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18770,22534957.413259044
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18771,22623807.569620818
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18772,24037425.722221866
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18773,32976568.57097076
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18774,30959416.880758166
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18775,31055238.180065956
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18776,28443555.00083044
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,18777,32588957.040105067
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18751,0.0
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18752,16035971.489081481
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18753,55290782.32256787
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18754,65376698.94779787
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18755,65034289.637928866
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18756,76569197.32499352
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18757,58527199.07484527
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18758,71402973.68693773
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18759,64618199.50839735
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18760,81758378.20706926
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18761,104114818.56366645
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18762,117523982.59275807
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18763,124925787.48965244
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18764,118810283.7521178
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18765,125466684.33719724
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18766,92893279.49832477
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18767,123592994.49313688
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18768,132154338.7516895
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18769,138369280.28478274
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18770,132817203.85263377
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18771,185300423.1600774
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18772,218346595.94386885
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18773,285856119.9129575
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18774,282496741.9323667
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18775,306734532.6697755
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18776,303441758.8646913
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,18777,312309290.8454859
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18752,15808.028805018685
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18753,514622.81448039756
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18754,2751195.715262948
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18755,1555656.600419505
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18756,1534898.1866066244
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18757,1719455.1781934958
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18758,1660998.4259726503
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18759,1156851.6037504235
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18760,1181004.6321059398
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18761,1195854.1234704964
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18762,1155596.1370345498
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18763,1163682.4273976106
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18764,912050.7030641339
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18765,1279844.7031485732
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18766,973775.7472108592
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18767,1018601.5439392058
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18768,900388.7744223351
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18769,833156.8427487597
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18770,525008.2776622354
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18771,800649.9402451566
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18772,777873.1904209953
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18773,832831.5604227243
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18774,697767.2951518008
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18775,594839.9324499611
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18776,451355.96271525865
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,18777,463240.4895603872
